id,title_info_primary_tsi,date_start_dtsi,date_start_tsim,subject_bbox_geospatial,subject_geojson_facet_ssim,filenames_ssim,exemplary_image_ssi
commonwealth:3f4630738,Delaware,1806-01-01T00:00:00Z,1806,"ENVELOPE(-75.85\, -74.0\, 40.0\, 38.5)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.6667\,39.0]}\,""properties"":{""placename"":""Delaware""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-75.85\,38.5]\,[-74.0\,38.5]\,[-74.0\,40.0]\,[-75.85\,40.0]\,[-75.85\,38.5]]]}\,""bbox"":[-75.85\,38.5\,-74.0\,40.0]}",06_01_004678,commonwealth:3f463074j
commonwealth:j3860863b,Massachusetts,1835-01-01T00:00:00Z,1835,"ENVELOPE(-74.56388251042094\, -68.94992080555718\, 43.53206204683154\, 40.46375713430167)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.8333\,42.25]}\,""properties"":{""placename"":""Massachusetts""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.56388251042094\,40.46375713430167]\,[-68.94992080555718\,40.46375713430167]\,[-68.94992080555718\,43.53206204683154]\,[-74.56388251042094\,43.53206204683154]\,[-74.56388251042094\,40.46375713430167]]]}\,""bbox"":[-74.56388251042094\,40.46375713430167\,-68.94992080555718\,43.53206204683154]}",1378,commonwealth:j3860864m
commonwealth:4m90fn90n,Türkei und Griechenland,1877-01-01T00:00:00Z,1877,"ENVELOPE(15.0\, 30.0\, 49.0\, 34.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[23.0\,45.0]}\,""properties"":{""placename"":""Balkan Peninsula""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[15.0\,34.0]\,[30.0\,34.0]\,[30.0\,49.0]\,[15.0\,49.0]\,[15.0\,34.0]]]}\,""bbox"":[15.0\,34.0\,30.0\,49.0]}",06_01_012606,commonwealth:ht250971w
commonwealth:0r96fp70b,Plan of Nashua River from Lancaster Mills to S. Harris,1850-01-01T00:00:00Z,1850,"ENVELOPE(-71.685\, -71.66\, 42.42\, 42.405)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.4333\,42.75]}\,""properties"":{""placename"":""Nashua (river)""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.685\,42.405]\,[-71.66\,42.405]\,[-71.66\,42.42]\,[-71.685\,42.42]\,[-71.685\,42.405]]]}\,""bbox"":[-71.685\,42.405\,-71.66\,42.42]}",06_01_016127,commonwealth:0r96fp71m
commonwealth:q524n4857,"A draught of the Cherokee Country, on the west side of the Twenty Four Mountains, commonly called Over the Hills",1768-01-01T00:00:00Z,1768,"ENVELOPE(-84.26\, -84.0\, 35.64\, 35.53)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-83.4333\,34.9167]}\,""properties"":{""placename"":""Little Tennessee River""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-84.26\,35.53]\,[-84.0\,35.53]\,[-84.0\,35.64]\,[-84.26\,35.64]\,[-84.26\,35.53]]]}\,""bbox"":[-84.26\,35.53\,-84.0\,35.64]}",4000137_0076,commonwealth:q524n682t
commonwealth:9g54z213n,"Atlas of the towns of Revere and Winthrop, Suffolk County, Massachusetts",1906-01-01T00:00:00Z,1906,"ENVELOPE(-70.996969\, -70.966156\, 42.392422\, 42.355576)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-70.9833\,42.3667]}\,""properties"":{""placename"":""Winthrop\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-70.996969\,42.355576]\,[-70.966156\,42.355576]\,[-70.966156\,42.392422]\,[-70.996969\,42.392422]\,[-70.996969\,42.355576]]]}\,""bbox"":[-70.996969\,42.355576\,-70.966156\,42.392422]}",G1234_R4_W56_1906_0004,commonwealth:9g54z214x
commonwealth:hq37vv74h,Sketch A showing the progress of the survey in section no. 1 from 1844 to 1881,1881-01-01T00:00:00Z,1881,"ENVELOPE(-72.0\, -69.25\, 43.85\, 41.1)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-69.0\,45.0]}\,""properties"":{""placename"":""Maine""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.6667\,44.0]}\,""properties"":{""placename"":""New Hampshire""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.8333\,42.25]}\,""properties"":{""placename"":""Massachusetts""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.5\,41.6667]}\,""properties"":{""placename"":""Rhode Island""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-72.0\,41.1]\,[-69.25\,41.1]\,[-69.25\,43.85]\,[-72.0\,43.85]\,[-72.0\,41.1]]]}\,""bbox"":[-72.0\,41.1\,-69.25\,43.85]}",1352,commonwealth:hq37vv75s
commonwealth:4m90fk419,Map of Jamaica,1888-01-01T00:00:00Z,1888,"ENVELOPE(-78.5\, -76.0\, 18.6\, 17.67)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-77.5\,18.25]}\,""properties"":{""placename"":""Jamaica""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-78.5\,17.67]\,[-76.0\,17.67]\,[-76.0\,18.6]\,[-78.5\,18.6]\,[-78.5\,17.67]]]}\,""bbox"":[-78.5\,17.67\,-76.0\,18.6]}",06_01_011885,commonwealth:4m90fk42k
commonwealth:cj82kr109,"Tractus regni Angliae septentrion[alis] in quo ducatus Eboracensis, episcopatus Dunelmensis, comitatus Northumbriae, Cumbriae, Westmoriae et Lancastriae cum Mona insula",1688-01-01T00:00:00Z,1688,"ENVELOPE(-5.58\, 0.5\, 56.13\, 52.39)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-4.5\,54.0]}\,""properties"":{""placename"":""United Kingdom""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-5.58\,52.39]\,[0.5\,52.39]\,[0.5\,56.13]\,[-5.58\,56.13]\,[-5.58\,52.39]]]}\,""bbox"":[-5.58\,52.39\,0.5\,56.13]}",06_01_009445,commonwealth:cj82kr11k
commonwealth:q524n511n,"Plan of Bahia Xagua on the south side of Cuba ; Plan of the Colorado Rocks, near the west end of Cuba",1768-01-01T00:00:00Z,1768,"ENVELOPE(-80.57\, -70.36\, 22.19\, 22.03),ENVELOPE(-85.0\, -83.1\, 23.0\, 21.25)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-84.15\,22.65]}\,""properties"":{""placename"":""Colorados\, Archipiélago de los (archipelago)\, Cuba""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-80.57\,22.03]\,[-70.36\,22.03]\,[-70.36\,22.19]\,[-80.57\,22.19]\,[-80.57\,22.03]]]}\,""bbox"":[-80.57\,22.03\,-70.36\,22.19]},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-85.0\,21.25]\,[-83.1\,21.25]\,[-83.1\,23.0]\,[-85.0\,23.0]\,[-85.0\,21.25]]]}\,""bbox"":[-85.0\,21.25\,-83.1\,23.0]}",4000137_0095,commonwealth:q524n688g
commonwealth:ht24zw65z,Insurance map of Charlestown : portions of Roxbury (now annexed to Boston) and Cambridge : 1868 : corrected Nov. 1871,1871-01-01T00:00:00Z,1871,"ENVELOPE(-71.077\, -71.071\, 42.33\, 42.325)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.0833\,42.3167]}\,""properties"":{""placename"":""Roxbury\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.077\,42.325]\,[-71.071\,42.325]\,[-71.071\,42.33]\,[-71.077\,42.33]\,[-71.077\,42.325]]]}\,""bbox"":[-71.077\,42.325\,-71.071\,42.33]}",06_01_016585,commonwealth:ht24zw667
commonwealth:hq37vv70d,Septentrionalium terrarum descriptio,1630-01-01T00:00:00Z,1630,"ENVELOPE(-180.0\, 180.0\, 90.0\, 60.0)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-180.0\,60.0]\,[180.0\,60.0]\,[180.0\,90.0]\,[-180.0\,90.0]\,[-180.0\,60.0]]]}\,""bbox"":[-180.0\,60.0\,180.0\,90.0]}",1433,commonwealth:hq37vv71p
commonwealth:hx11xz37q,CANTONMENT of HIS MAJESTY'S FORCES in N. AMERICA ACCORDING TO THE DISPOSITION NOW MADE & TO BE COMPLETED AS SOON AS PRACTICABLE taken from the general Distribution dated at New York 29.th March 1766,1766-01-01T00:00:00Z,1766,"ENVELOPE(-101.666667\, -51.85\, 52.683333\, 24.65)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-101.666667\,24.65]\,[-51.85\,24.65]\,[-51.85\,52.683333]\,[-101.666667\,52.683333]\,[-101.666667\,24.65]]]}\,""bbox"":[-101.666667\,24.65\,-51.85\,52.683333]}",add_ms_11288,commonwealth:hx11xz380
commonwealth:ht2502021,"Accurata delineatio Castrorum Suecicorum, ut et Haffniae, Regni Daniae Metropolis",1696-01-01T00:00:00Z,1696,"ENVELOPE(12.33\, 12.65\, 55.82\, 55.6)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[12.5667\,55.7167]}\,""properties"":{""placename"":""Copenhagen\, Denmark""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[12.33\,55.6]\,[12.65\,55.6]\,[12.65\,55.82]\,[12.33\,55.82]\,[12.33\,55.6]]]}\,""bbox"":[12.33\,55.6\,12.65\,55.82]}",06_01_016410,commonwealth:ht2502039
commonwealth:ht2503558,"Map of Andersonville, Sumter Co., Georgia",1860-01-01T00:00:00Z,1860,"ENVELOPE(-84.145\, -84.1225\, 32.2075\, 32.185)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-84.145\,32.185]\,[-84.1225\,32.185]\,[-84.1225\,32.2075]\,[-84.145\,32.2075]\,[-84.145\,32.185]]]}\,""bbox"":[-84.145\,32.185\,-84.1225\,32.2075]}",06_01_014623,commonwealth:ht250356j
commonwealth:ht250946j,Pianta di Roma,1835-01-01T00:00:00Z,1835,"ENVELOPE(12.445\, 12.52\, 41.913\, 41.873)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[12.483333\,41.9]}\,""properties"":{""placename"":""Rome\, Italy""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[12.445\,41.873]\,[12.52\,41.873]\,[12.52\,41.913]\,[12.445\,41.913]\,[12.445\,41.873]]]}\,""bbox"":[12.445\,41.873\,12.52\,41.913]}",06_01_015116,commonwealth:ht250947t
commonwealth:9g54z190j,"Atlas of the city of Newton, Middlesex Co., Massachusetts",1874-01-01T00:00:00Z,1874,"ENVELOPE(-71.219986\, -71.187542\, 42.36773\, 42.328004)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.2\,42.3333]}\,""properties"":{""placename"":""Newton\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.219986\,42.328004]\,[-71.187542\,42.328004]\,[-71.187542\,42.36773]\,[-71.219986\,42.36773]\,[-71.219986\,42.328004]]]}\,""bbox"":[-71.219986\,42.328004\,-71.187542\,42.36773]}",G1234_N5_H67_1874_0017,commonwealth:9g54z191t
commonwealth:c534g437g,"Massachusetts, Boston sheet",1886-01-01T00:00:00Z,1886,"ENVELOPE(-71.15\, -71.0\, 42.3\, 42.15)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.8333\,42.25]}\,""properties"":{""placename"":""Massachusetts""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.15\,42.15]\,[-71.0\,42.15]\,[-71.0\,42.3]\,[-71.15\,42.3]\,[-71.15\,42.15]]]}\,""bbox"":[-71.15\,42.15\,-71.0\,42.3]}",31392004614719,commonwealth:c534g438r
commonwealth:cj82kn462,"Map showing the proposed rail roads from Boston to Burlington, from Hale's map of New England",1844-01-01T00:00:00Z,1844,"ENVELOPE(-73.7\, -71.0\, 45.0\, 42.3)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-73.7\,42.3]\,[-71.0\,42.3]\,[-71.0\,45.0]\,[-73.7\,45.0]\,[-73.7\,42.3]]]}\,""bbox"":[-73.7\,42.3\,-71.0\,45.0]}",06_01_009134,commonwealth:cj82kn47b
commonwealth:6t053q347,"A new and accurate map of the province of Pennsylvania in North America, from the best authorities",1780-01-01T00:00:00Z,1780,"ENVELOPE(-76.0\, -74.0\, 41.0\, 40.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.0\,40.8333]}\,""properties"":{""placename"":""Pennsylvania""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-76.0\,40.0]\,[-74.0\,40.0]\,[-74.0\,41.0]\,[-76.0\,41.0]\,[-76.0\,40.0]]]}\,""bbox"":[-76.0\,40.0\,-74.0\,41.0]}",06_01_006306,commonwealth:6t053q35h
commonwealth:st74cw12s,Eslam or the countries which have professed the faith of Mahomet,1817-01-01T00:00:00Z,1817,"ENVELOPE(-20.0\, 140.0\, 60.0\, -20.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[15.016\,56.2]}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[16.066\,2.383]}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[87.633\,43.8]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-20.0\,-20.0]\,[140.0\,-20.0]\,[140.0\,60.0]\,[-20.0\,60.0]\,[-20.0\,-20.0]]]}\,""bbox"":[-20.0\,-20.0\,140.0\,60.0]}",06_01_007662,commonwealth:st74cw132
commonwealth:st74cz29c,Tabula IIII Aphricae,1525-01-01T00:00:00Z,1525,"ENVELOPE(-18.0\, 51.0\, 37.0\, -3.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[16.066\,2.383]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-18.0\,-3.0]\,[51.0\,-3.0]\,[51.0\,37.0]\,[-18.0\,37.0]\,[-18.0\,-3.0]]]}\,""bbox"":[-18.0\,-3.0\,51.0\,37.0]}",06_01_007985,commonwealth:st74cz304
commonwealth:q524n371p,Mercator map of the world united,1944-01-01T00:00:00Z,1944,"ENVELOPE(-180.0\, 180.0\, 73.0\, -58.0)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-180.0\,-58.0]\,[180.0\,-58.0]\,[180.0\,73.0]\,[-180.0\,73.0]\,[-180.0\,-58.0]]]}\,""bbox"":[-180.0\,-58.0\,180.0\,73.0]}",06_01_014715,commonwealth:q524n372z
commonwealth:9s161b02m,"Boston, 1838",1840-01-01T00:00:00Z,1840,"ENVELOPE(-71.07542693453827\, -71.03082461724496\, 42.37330698544279\, 42.323800313239424)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.05\,42.35]}\,""properties"":{""placename"":""Boston\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.07542693453827\,42.323800313239424]\,[-71.03082461724496\,42.323800313239424]\,[-71.03082461724496\,42.37330698544279]\,[-71.07542693453827\,42.37330698544279]\,[-71.07542693453827\,42.323800313239424]]]}\,""bbox"":[-71.07542693453827\,42.323800313239424\,-71.03082461724496\,42.37330698544279]}",06_01_003319,commonwealth:9s161b03w
commonwealth:7h149x975,United States,1906-01-01T00:00:00Z,1906,"ENVELOPE(-136.129779771134\, -58.99451885016222\, 54.46836300270777\, 18.019098964483135)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-136.129779771134\,18.019098964483135]\,[-58.99451885016222\,18.019098964483135]\,[-58.99451885016222\,54.46836300270777]\,[-136.129779771134\,54.46836300270777]\,[-136.129779771134\,18.019098964483135]]]}\,""bbox"":[-136.129779771134\,18.019098964483135\,-58.99451885016222\,54.46836300270777]}",06_01_008471,commonwealth:7h149x98f
commonwealth:9g54xj88f,"Tab. mo. primae partis Aphricae, et tabula secunde partis Aphricae",1525-01-01T00:00:00Z,1525,"ENVELOPE(-19.0\, 35.0\, 37.0\, 2.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[16.066\,2.383]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-19.0\,2.0]\,[35.0\,2.0]\,[35.0\,37.0]\,[-19.0\,37.0]\,[-19.0\,2.0]]]}\,""bbox"":[-19.0\,2.0\,35.0\,37.0]}",06_01_008009,commonwealth:9g54xj89q
commonwealth:cj82kr06q,"Generalis Lotharingiae Ducatus Tabula, qua accuratissime oftenduntur Ducatus Lotharingiae Propriae et Barrensis nec non Metensis, Tullensis, Verdunensis, et alii Tractus Inserti et Finitimi, et in quas minores Ditiones subjacentes eorundem quisq divisus",1682-01-01T00:00:00Z,1682,"ENVELOPE(4.25\, 7.59\, 49.37\, 47.41)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[6.0\,49.0]}\,""properties"":{""placename"":""Lorraine\, France""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[4.25\,47.41]\,[7.59\,47.41]\,[7.59\,49.37]\,[4.25\,49.37]\,[4.25\,47.41]]]}\,""bbox"":[4.25\,47.41\,7.59\,49.37]}",06_01_009444,commonwealth:cj82kr070
commonwealth:4m90fk355,Map of Havana and Havana Harbor showing the fortifications and public buildings,1898-01-01T00:00:00Z,1898,"ENVELOPE(-92.39\, -82.32\, 23.16\, 23.11)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-82.35\,23.1167]}\,""properties"":{""placename"":""Havana\, Cuba""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-92.39\,23.11]\,[-82.32\,23.11]\,[-82.32\,23.16]\,[-92.39\,23.16]\,[-92.39\,23.11]]]}\,""bbox"":[-92.39\,23.11\,-82.32\,23.16]}",06_01_011895,commonwealth:4m90fk36f
commonwealth:4m90f598z,Map of the Virginian Railway,1912-01-01T00:00:00Z,1912,"ENVELOPE(-82.0\, -75.8\, 39.2\, 36.4)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,37.0]}\,""properties"":{""placename"":""Virginia""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,39.0]}\,""properties"":{""placename"":""West Virginia""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-82.0\,36.4]\,[-75.8\,36.4]\,[-75.8\,39.2]\,[-82.0\,39.2]\,[-82.0\,36.4]]]}\,""bbox"":[-82.0\,36.4\,-75.8\,39.2]}",06_01_011012,commonwealth:4m90f5997
commonwealth:b8516255k,New York,1831-01-01T00:00:00Z,1831,"ENVELOPE(-81.53738464720931\, -69.72825333034086\, 45.906196640910494\, 39.70597421148065)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.0\,43.0]}\,""properties"":{""placename"":""New York""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-81.53738464720931\,39.70597421148065]\,[-69.72825333034086\,39.70597421148065]\,[-69.72825333034086\,45.906196640910494]\,[-81.53738464720931\,45.906196640910494]\,[-81.53738464720931\,39.70597421148065]]]}\,""bbox"":[-81.53738464720931\,39.70597421148065\,-69.72825333034086\,45.906196640910494]}",06_01_010611,commonwealth:b8516256v
commonwealth:cj82kt25b,A new & exact map of the electorate of Brunswick-Lunenburg and ye rest of ye Kings dominions in Germany,1730-01-01T00:00:00Z,1730,"ENVELOPE(6.0\, 13.0\, 54.0\, 51.3)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[9.0\,52.6667]}\,""properties"":{""placename"":""Lower Saxony\, Germany""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[6.0\,51.3]\,[13.0\,51.3]\,[13.0\,54.0]\,[6.0\,54.0]\,[6.0\,51.3]]]}\,""bbox"":[6.0\,51.3\,13.0\,54.0]}",06_01_009671,commonwealth:cj82kt26m
commonwealth:7h149v735,The Magdalen Isles in the Gulph of St. Lawrence,1778-01-01T00:00:00Z,1778,"ENVELOPE(-62.13\, -61.13\, 47.51\, 47.08)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-62.0\,48.0]}\,""properties"":{""placename"":""Saint Lawrence\, Gulf of""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-62.13\,47.08]\,[-61.13\,47.08]\,[-61.13\,47.51]\,[-62.13\,47.51]\,[-62.13\,47.08]]]}\,""bbox"":[-62.13\,47.08\,-61.13\,47.51]}",06_01_004960,commonwealth:7h149v74f
commonwealth:cj82kp01x,Outline map of the great northern route from Boston and New York to the Mississippi,1850-01-01T00:00:00Z,1850,"ENVELOPE(-92.0\, -70.0\, 44.0\, 36.0)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-92.0\,36.0]\,[-70.0\,36.0]\,[-70.0\,44.0]\,[-92.0\,44.0]\,[-92.0\,36.0]]]}\,""bbox"":[-92.0\,36.0\,-70.0\,44.0]}",06_01_009183,commonwealth:cj82kp026
commonwealth:4m90f526q,"The official plat ""City of Miami,"" Florida",1918-01-01T00:00:00Z,1918,"ENVELOPE(-80.2325\, -80.1825\, 28.7325\, 25.815)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.1833\,25.7667]}\,""properties"":{""placename"":""Miami\, FL""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-80.2325\,25.815]\,[-80.1825\,25.815]\,[-80.1825\,28.7325]\,[-80.2325\,28.7325]\,[-80.2325\,25.815]]]}\,""bbox"":[-80.2325\,25.815\,-80.1825\,28.7325]}",06_01_010951,commonwealth:4m90f5270
commonwealth:7h14b1898,Picardia,1633-01-01T00:00:00Z,1633,"ENVELOPE(1.27\, 3.4\, 50.26\, 49.21)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[2.8333\,49.8333]}\,""properties"":{""placename"":""Picardy (former primary political entity)\, France""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[1.27\,49.21]\,[3.4\,49.21]\,[3.4\,50.26]\,[1.27\,50.26]\,[1.27\,49.21]]]}\,""bbox"":[1.27\,49.21\,3.4\,50.26]}",06_01_008692,commonwealth:7h14b1901
commonwealth:cj82kw30m,The tourist's map of the state of New York,1830-01-01T00:00:00Z,1830,"ENVELOPE(-80.0\, -73.25\, 45.0\, 40.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-73.4333\,43.4333]}\,""properties"":{""placename"":""Champlain Canal\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-80.0\,40.0]\,[-73.25\,40.0]\,[-73.25\,45.0]\,[-80.0\,45.0]\,[-80.0\,40.0]]]}\,""bbox"":[-80.0\,40.0\,-73.25\,45.0]}",06_01_009868,commonwealth:cj82kw31w
commonwealth:st74cx68v,Nona Europae tabula,1511-01-01T00:00:00Z,1511,"ENVELOPE(43.0\, 58.0\, 48.0\, 41.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[20.0\,41.0]}\,""properties"":{""placename"":""Albania""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[20.0\,45.0]}\,""properties"":{""placename"":""Balkan Peninsula""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[25.0\,43.0]}\,""properties"":{""placename"":""Bulgaria""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[22.0\,39.0]}\,""properties"":{""placename"":""Greece""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[43.0\,41.0]\,[58.0\,41.0]\,[58.0\,48.0]\,[43.0\,48.0]\,[43.0\,41.0]]]}\,""bbox"":[43.0\,41.0\,58.0\,48.0]}",06_01_007949,commonwealth:st74cx694
